PG.ProteinAccessions	PG.Genes	[1] 1766_HL_1_27_DIA_20251206105239.raw.PG.MS2Channel1	[2] 1765_HL_1_27_DIA_20251206090257.raw.PG.MS2Channel1	[3] 1764_HL_1_27_DIA_20251206071310.raw.PG.MS2Channel1	[4] 1784_HL_27_1_DIA.raw.PG.MS2Channel1	[5] 1783_HL_27_1_DIA.raw.PG.MS2Channel1	[6] 1782_HL_27_1_DIA.raw.PG.MS2Channel1	[7] 1781_HL_9_1_DIA.raw.PG.MS2Channel1	[8] 1780_HL_9_1_DIA.raw.PG.MS2Channel1	[9] 1779_HL_9_1_DIA.raw.PG.MS2Channel1	[10] 1778_HL_3_1_DIA.raw.PG.MS2Channel1	[11] 1777_HL_3_1_DIA.raw.PG.MS2Channel1	[12] 1776_HL_3_1_DIA.raw.PG.MS2Channel1	[13] 1775_HL_1_1_DIA.raw.PG.MS2Channel1	[14] 1774_HL_1_1_DIA.raw.PG.MS2Channel1	[15] 1773_HL_1_1_DIA.raw.PG.MS2Channel1	[16] 1772_HL_1_3_DIA.raw.PG.MS2Channel1	[17] 1771_HL_1_3_DIA.raw.PG.MS2Channel1	[18] 1770_HL_1_3_DIA.raw.PG.MS2Channel1	[19] 1769_HL_1_9_DIA.raw.PG.MS2Channel1	[20] 1768_HL_1_9_DIA.raw.PG.MS2Channel1	[21] 1767_HL_1_9_DIA_20251204151519.raw.PG.MS2Channel1	[1] 1766_HL_1_27_DIA_20251206105239.raw.PG.MS2Channel2	[2] 1765_HL_1_27_DIA_20251206090257.raw.PG.MS2Channel2	[3] 1764_HL_1_27_DIA_20251206071310.raw.PG.MS2Channel2	[4] 1784_HL_27_1_DIA.raw.PG.MS2Channel2	[5] 1783_HL_27_1_DIA.raw.PG.MS2Channel2	[6] 1782_HL_27_1_DIA.raw.PG.MS2Channel2	[7] 1781_HL_9_1_DIA.raw.PG.MS2Channel2	[8] 1780_HL_9_1_DIA.raw.PG.MS2Channel2	[9] 1779_HL_9_1_DIA.raw.PG.MS2Channel2	[10] 1778_HL_3_1_DIA.raw.PG.MS2Channel2	[11] 1777_HL_3_1_DIA.raw.PG.MS2Channel2	[12] 1776_HL_3_1_DIA.raw.PG.MS2Channel2	[13] 1775_HL_1_1_DIA.raw.PG.MS2Channel2	[14] 1774_HL_1_1_DIA.raw.PG.MS2Channel2	[15] 1773_HL_1_1_DIA.raw.PG.MS2Channel2	[16] 1772_HL_1_3_DIA.raw.PG.MS2Channel2	[17] 1771_HL_1_3_DIA.raw.PG.MS2Channel2	[18] 1770_HL_1_3_DIA.raw.PG.MS2Channel2	[19] 1769_HL_1_9_DIA.raw.PG.MS2Channel2	[20] 1768_HL_1_9_DIA.raw.PG.MS2Channel2	[21] 1767_HL_1_9_DIA_20251204151519.raw.PG.MS2Channel2
A0A024RCV8;A0A0G2JK88;O43196	MSH5-SAPCD1;MSH5;MSH5	982.5675048828125	1091.9149169921875	914.46533203125	129.5082550048828	187.7997283935547	155.34442138671875	255.35411071777344	188.15887451171875	116.91075897216797	297.371826171875	362.9533996582031	234.5529022216797	385.0912170410156	511.74163818359375	430.5550842285156	659.693115234375	629.3308715820312	621.1278686523438	750.1740112304688	773.4588623046875	738.3255004882812	NaN	NaN	464.1905212402344	1618.091064453125	4571.3095703125	4650.240234375	779.9100952148438	3866.727294921875	2004.4091796875	3736.12060546875	3328.95361328125	3520.03662109375	2091.493408203125	2329.18798828125	1916.2286376953125	1317.425537109375	1372.736083984375	1134.0821533203125	542.7830810546875	608.1959228515625	593.9442138671875
A0A024RCX6;A0A0G2JH76;A0A140T8X7;Q9UMR5	PPT2	2170.634765625	2181.38232421875	1995.8560791015625	152.57522583007812	76.48405456542969	92.1258316040039	202.76025390625	307.34149169921875	328.1002197265625	561.5535888671875	696.9434204101562	674.4347534179688	1097.1611328125	1090.03369140625	1296.3746337890625	1800.994384765625	2219.325927734375	1599.4532470703125	1757.0802001953125	1959.9107666015625	1986.8798828125	66.01725006103516	87.26905059814453	124.38169860839844	2003.8768310546875	2254.75146484375	2196.896728515625	1994.479248046875	2000.600830078125	2634.548828125	1755.223388671875	1766.2520751953125	1693.863037109375	1063.1317138671875	1114.5531005859375	1351.5933837890625	517.7969970703125	626.918212890625	NaN	114.16371154785156	153.63632202148438	NaN
A0A044PY82;Q96FF7	MISP3	905.0936279296875	966.4366455078125	691.0579223632812	45.93801498413086	25.97085189819336	22.970256805419922	117.42656707763672	104.05280303955078	52.670902252197266	227.2270050048828	314.9914245605469	161.7512664794922	454.3001708984375	669.7399291992188	571.5560913085938	795.9253540039062	815.31103515625	1209.096435546875	1003.8756713867188	1072.497802734375	740.11669921875	NaN	NaN	NaN	688.611572265625	576.671630859375	646.2943115234375	477.6014404296875	641.451171875	475.0129699707031	294.0172119140625	380.44403076171875	346.6855163574219	406.8398742675781	362.2140808105469	308.39862060546875	163.59800720214844	119.3124008178711	184.68568420410156	56.39242935180664	58.18436050415039	NaN
A0A067XG54	ATP11C	4367.98193359375	3866.84033203125	4185.90185546875	246.94085693359375	76.35335540771484	289.4477844238281	319.30877685546875	268.6585388183594	343.8431396484375	1014.7670288085938	921.2849731445312	915.4824829101562	1734.8411865234375	1576.3221435546875	1651.1773681640625	2303.07568359375	2465.1748046875	2488.793212890625	3342.30322265625	3300.389404296875	3070.222412109375	143.30322265625	170.73098754882812	89.1332778930664	3991.404541015625	4105.94921875	4151.8876953125	3565.575439453125	3140.193359375	3268.04248046875	2812.847900390625	2784.13818359375	2682.25390625	1889.5950927734375	1949.4908447265625	1707.340576171875	991.02734375	878.9342651367188	882.1961669921875	295.6780700683594	290.9111022949219	301.9018249511719
A0A075B6E5	ENAH	671.9697265625	837.1458129882812	657.9411010742188	4.220321178436279	20.070383071899414	21.375350952148438	78.67156219482422	151.04647827148438	58.21193313598633	502.68377685546875	284.9820861816406	257.7981872558594	660.4522094726562	398.1302490234375	601.1714477539062	621.7907104492188	935.9723510742188	553.00244140625	820.2427368164062	765.5078125	767.47021484375	52.393165588378906	50.01816940307617	37.95182800292969	149.8004608154297	822.1911010742188	756.3496704101562	426.3677673339844	892.511474609375	1124.0130615234375	772.2045288085938	834.6234130859375	977.0722045898438	689.4671020507812	339.28338623046875	614.8779296875	232.8818817138672	246.1668701171875	133.25381469726562	66.10803985595703	NaN	41.93939208984375
A0A075B6E9;A0A494C1A4;Q96NW7	LRRC7	2893.881591796875	2176.396728515625	2061.71142578125	44.26935577392578	441.3420104980469	120.9435806274414	268.25396728515625	223.32440185546875	356.397705078125	726.5228271484375	294.56475830078125	587.079345703125	873.1773071289062	1480.2188720703125	1525.2359619140625	1334.4698486328125	996.8267822265625	1669.5628662109375	1409.030517578125	1603.4271240234375	1941.983154296875	68.83856964111328	213.81265258789062	111.5693588256836	2838.069580078125	2648.46240234375	2287.728271484375	2126.950927734375	2633.900146484375	2233.20166015625	1623.4840087890625	1388.38525390625	1533.8275146484375	1214.045166015625	1036.5634765625	1131.3465576171875	828.4771728515625	540.742431640625	698.0445556640625	70.19125366210938	236.2531280517578	268.25
A0A075B6F9	NOSIP	10278.271484375	8650.2294921875	8708.9150390625	692.9735717773438	331.4286193847656	438.15380859375	981.644775390625	605.6871948242188	699.76123046875	1532.5758056640625	1649.8822021484375	1538.0380859375	3507.390380859375	2900.3212890625	3544.713134765625	4208.09716796875	4499.009765625	3879.955078125	5410.9775390625	4344.5927734375	6849.3662109375	199.4121551513672	318.1813659667969	240.79873657226562	6911.78955078125	6646.65380859375	6922.5986328125	4896.40087890625	4577.67578125	4498.93408203125	3864.355224609375	3258.400146484375	3844.813232421875	2854.281982421875	2576.467529296875	2824.742919921875	1125.6392822265625	1007.4527587890625	977.73486328125	437.14776611328125	442.6355895996094	614.8072509765625
A0A075B6J2	IGLV2-33	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
A0A075B6P6;Q9UIX4	KCNG1	501.2309875488281	473.2742004394531	457.6734619140625	25.951461791992188	35.800575256347656	33.86912155151367	69.00397491455078	40.699405670166016	26.709028244018555	82.46285247802734	51.77449035644531	40.80693435668945	140.135009765625	234.1851043701172	185.23675537109375	201.4788055419922	295.74737548828125	240.70245361328125	346.5924377441406	244.6659393310547	330.8040771484375	NaN	62.70732879638672	30.945308685302734	378.43017578125	277.9874267578125	385.32891845703125	335.92987060546875	294.5975341796875	240.130615234375	299.8839416503906	283.7015075683594	297.0317687988281	181.5308074951172	173.055908203125	177.81150817871094	NaN	73.29412078857422	206.070556640625	55.63559341430664	42.521942138671875	57.61383819580078
A0A075B6T9;A0A088AWK7;E7EV44;F5H848	ZNF268;;ZNF268;ZNF268	1322.5386962890625	1022.5800170898438	1250.8502197265625	39.3028450012207	92.05233764648438	108.03764343261719	86.21624755859375	86.052001953125	63.59999465942383	175.713623046875	117.82051849365234	199.40478515625	547.7280883789062	638.0892944335938	298.4981384277344	562.5758056640625	872.6509399414062	959.45361328125	950.8574829101562	1238.9786376953125	1040.3590087890625	104.01722717285156	109.30332946777344	13.761637687683105	1230.8212890625	1074.7647705078125	1294.5992431640625	885.5547485351562	1133.7012939453125	847.2649536132812	732.6365966796875	828.538818359375	745.727294921875	561.0645141601562	567.9738159179688	544.1363525390625	348.0561828613281	120.03321075439453	177.65830993652344	171.25	116.03374481201172	214.5603485107422
A0A075B730	EPPK1	794.220947265625	1409.827880859375	1734.054443359375	8.736420631408691	56.558433532714844	33.945945739746094	65.5909423828125	31.6170654296875	133.1263427734375	214.58010864257812	267.0853271484375	342.9822692871094	575.626220703125	840.6248779296875	741.0111694335938	1083.5118408203125	780.866455078125	877.6370849609375	1030.403564453125	802.02490234375	861.87353515625	59.34419631958008	45.293853759765625	184.0347442626953	1165.316650390625	1328.3358154296875	1544.06494140625	938.8976440429688	811.4109497070312	899.3220825195312	842.728271484375	867.2669677734375	1156.1031494140625	801.931640625	886.1800537109375	584.1669921875	302.08306884765625	318.6129150390625	106.83365631103516	140.3852996826172	109.1269302368164	231.68966674804688
A0A075B773;O00623	PEX12	1618.337890625	1835.4766845703125	1830.6048583984375	80.14045715332031	135.70082092285156	132.75387573242188	180.12557983398438	147.09417724609375	124.9423599243164	342.5645446777344	528.373779296875	384.11541748046875	894.2673950195312	923.468017578125	866.5880737304688	1089.192138671875	1166.18994140625	1097.4119873046875	1436.7742919921875	1209.7176513671875	1574.929931640625	527.6339721679688	247.20791625976562	395.0473327636719	2526.7041015625	2817.907470703125	2492.12548828125	2559.708251953125	2351.419189453125	2438.59375	1859.23193359375	1895.7459716796875	2150.67724609375	1440.261474609375	1628.723876953125	1343.2122802734375	1079.5810546875	970.5985717773438	1013.0625610351562	569.44921875	545.1119384765625	491.8114318847656
A0A075B7A1	SPHK2	1546.3970947265625	1379.8182373046875	1173.9827880859375	71.16400146484375	143.45021057128906	80.94055938720703	217.68019104003906	132.39657592773438	162.70248413085938	496.8835754394531	416.2582702636719	287.8460998535156	748.8851318359375	846.254150390625	687.5790405273438	1078.549560546875	1094.3221435546875	844.318359375	1271.219970703125	922.9439697265625	1277.56689453125	NaN	NaN	285.88531494140625	1081.041748046875	1377.364501953125	1206.96044921875	1125.802490234375	1193.708740234375	1021.7175903320312	959.8587646484375	989.5587158203125	996.6177978515625	842.4566040039062	900.7131958007812	687.2908935546875	495.5770263671875	304.7306823730469	382.9754333496094	259.19305419921875	318.29248046875	NaN
A0A075B7G4;Q8IYB9	ZNF595	3517.466552734375	3390.62109375	3163.69873046875	146.65377807617188	108.72562408447266	64.19754791259766	130.2515106201172	296.6362609863281	195.5084686279297	506.4648132324219	336.1102600097656	454.42987060546875	1108.578369140625	935.689697265625	758.6263427734375	1251.5576171875	1624.7518310546875	1211.565185546875	1620.7403564453125	1204.570556640625	1144.0833740234375	NaN	44.575992584228516	NaN	1862.61767578125	640.9374389648438	1637.4864501953125	1167.2974853515625	1617.359375	1477.3797607421875	1682.6827392578125	986.6810302734375	1207.51904296875	718.2657470703125	881.1103515625	473.7601318359375	168.97113037109375	227.35861206054688	264.18951416015625	85.66334533691406	56.20486831665039	74.9890365600586
A0A087WT20;Q9NV06	DCAF13	54957.17578125	57505.58203125	52925.41015625	3345.303955078125	2915.487548828125	2944.16162109375	6195.03466796875	5831.8251953125	5933.28515625	13106.3857421875	13695.01171875	12858.427734375	24254.564453125	23794.279296875	23679.125	34743.30859375	35934.77734375	35782.34765625	44666.0703125	43376.58203125	46062.6328125	2587.751953125	3164.2587890625	3151.98974609375	58882.91796875	55893.453125	52507.625	48168.42578125	47677.09765625	48564.5625	42553.3984375	43446.53125	39158.7109375	28044.642578125	28211.521484375	28301.271484375	13868.421875	14078.37109375	14207.529296875	6247.79833984375	5777.5419921875	6660.73486328125
A0A087WT42;Q5VVW5;Q9NY64	SLC2A8	524.5120849609375	728.037353515625	647.906005859375	NaN	18.24285316467285	74.5635986328125	NaN	16.057241439819336	NaN	379.2530822753906	246.2620086669922	150.91807556152344	531.1105346679688	286.9234924316406	447.98919677734375	NaN	525.7994995117188	408.9981994628906	613.164794921875	716.5574951171875	427.4626159667969	NaN	20.78451156616211	NaN	NaN	369.6260070800781	943.0828247070312	NaN	1408.7513427734375	NaN	36.26559066772461	21.999608993530273	97.28594970703125	82.62865447998047	89.06002044677734	73.3268814086914	NaN	26.23400115966797	2.2120401859283447	NaN	NaN	NaN
A0A087WT44	HMOX2	1533.5262451171875	1745.756591796875	1201.7115478515625	16.179716110229492	7.297508239746094	10.690711975097656	97.43147277832031	50.63492202758789	111.75493621826172	260.8473205566406	208.1337432861328	220.40122985839844	158.8499298095703	463.5121765136719	685.1843872070312	366.0166931152344	592.4253540039062	655.212890625	947.1851196289062	483.927734375	1244.2052001953125	140.76307678222656	130.35003662109375	50.97694396972656	322.5655212402344	468.0498046875	946.1968383789062	272.7623291015625	274.0544128417969	410.9512939453125	356.4082336425781	350.0754089355469	362.7261962890625	158.2880096435547	297.5744323730469	312.5578308105469	67.44305419921875	62.615604400634766	47.20802307128906	52.19744873046875	42.79362487792969	29.212406158447266
A0A087WT53	MAGI1	2066.63330078125	2333.088623046875	2695.318359375	230.88941955566406	225.86154174804688	171.06716918945312	429.7992858886719	356.6474914550781	295.0817565917969	772.615966796875	917.5377807617188	477.72637939453125	1017.2591552734375	898.5679931640625	997.4358520507812	1699.29052734375	1961.891357421875	1764.5355224609375	2169.769775390625	2198.6767578125	1665.0458984375	405.414794921875	88.06438446044922	653.9951171875	1881.060791015625	1876.55615234375	1570.4769287109375	2074.929443359375	2036.83837890625	1808.4644775390625	1949.69580078125	1786.3720703125	1810.2427978515625	1177.0738525390625	1344.383544921875	1175.6063232421875	832.6527099609375	591.9939575195312	550.9117431640625	166.66531372070312	236.9645538330078	332.5634765625
A0A087WT54	HDGFL2	NaN	600.3065795898438	378.1512145996094	42.54591751098633	8.524222373962402	NaN	125.81377410888672	33.50691223144531	127.93435668945312	249.42984008789062	115.93524932861328	105.35919952392578	131.91111755371094	163.62168884277344	283.3848876953125	NaN	224.4424591064453	NaN	NaN	348.916259765625	NaN	NaN	5.18323278427124	1.8620059490203857	370.5107421875	426.66400146484375	NaN	350.47344970703125	353.689453125	175.4709930419922	265.81890869140625	378.6420593261719	557.98974609375	238.2160186767578	387.7054748535156	405.7545471191406	NaN	47.98820114135742	NaN	NaN	80.9148178100586	NaN
